time,open,high,low,close
1509483600,16.713385,17.38446,16.3212,16.441825
1512079200,16.441825,17.11367,15.62286,16.93573
1514757600,16.93573,17.70466,16.75181,17.33916
1517436000,17.33916,17.39966,16.19126,16.413175
1519855200,16.413175,16.86502,16.12406,16.366635
1522616400,16.366635,17.35596,16.19084,16.33112
1525122000,16.33112,16.83413,16.05655,16.42689
1527800400,16.42689,17.31742,15.92387,16.11081
1530478800,16.11081,16.21606,15.18035,15.51587
1533070800,15.51587,15.55544,14.33922,14.5365
1535922000,14.5365,14.71925,13.94479,14.6547
1538341200,14.6547,14.91101,14.24483,14.24876
1541019600,14.24876,14.91452,13.89969,14.18319
1543788000,14.18319,15.50926,14.18319,15.49518
1546293600,15.49518,16.1856,15.18598,16.06786
1548972000,16.06786,16.2526,15.49288,15.61218
1551391200,15.61218,15.6387,14.98061,15.12521
1554066000,15.12521,15.34396,14.75539,14.95328
1556658000,14.95328,14.97752,14.2972,14.59171
1559509200,14.59171,15.55591,14.58462,15.31696
1561928400,15.31696,16.65224,14.8999,16.262
1564606800,16.262,18.65448,15.92392,18.37402
1567371600,18.37402,19.65048,16.93106,17.00268
1569877200,17.00268,18.33246,16.89866,18.10757
1572555600,18.10757,18.2233,16.64993,17.0173
1575237600,17.0173,18.1464,16.5312,17.85219
1577829600,17.85219,18.85916,17.33972,18.04198
1580680800,18.04198,18.94776,16.39658,16.67323
1583100000,16.67323,17.60936,11.64116,13.97396
1585688400,13.97396,15.84532,13.82278,14.96492
1588280400,14.96492,17.91726,14.71306,17.8706
1590958800,17.8706,18.38958,16.95065,18.18769
1593550800,18.18769,26.20372,17.76689,24.41258
1596402000,24.41258,29.85876,23.44522,28.1374
1598907600,28.1374,28.90226,21.66265,23.23319
1601499600,23.23319,25.56324,22.59124,23.65092
1604268000,23.65092,26.01176,21.89956,22.62652
1606773600,22.62652,27.4119,22.58942,26.39972
1609452000,26.39972,27.9272,24.018,26.991
1612130400,26.991,30.1365,25.903,26.6715
1614549600,26.6715,27.081,23.7805,24.414
1617224400,24.414,26.6463,24.2545,25.929
1619989200,25.929,28.7515,25.8088,28.0405
1622494800,28.0405,28.5585,25.525,26.12915
1625086800,26.12915,26.774,24.49536,25.4915
1627851600,25.4915,26.0055,22.102,23.89455
1630443600,23.89455,24.8715,21.4238,22.1765
1633035600,22.1765,24.8285,21.9923,23.894
1635714000,23.894,25.4055,22.6935,22.838
1638309600,22.838,23.4355,21.427,23.306
1641160800,23.306,24.7025,21.9475,22.4675
1643666400,22.4675,25.62185,22.00695,24.46
1646085600,24.46,26.94865,23.973,24.7875
1648760400,24.7875,26.2225,22.6839,22.7675
1651438800,22.7675,23.28235,20.45765,21.556
1654030800,21.556,22.5175,20.21415,20.284
1656622800,20.284,20.368,18.1423,20.358
1659301200,20.358,20.8732,17.9385,17.9925
1661979600,17.9925,20.014,17.559,19.036
1664744400,19.036,21.24015,18.091,19.166
1667250000,19.166,22.24965,18.836,22.1955
1669845600,22.1955,24.3008,22.0229,23.967
1672610400,23.967,24.55,22.7598,23.732
1675202400,23.732,24.637,20.4214,20.9005
1677621600,20.9005,24.16255,19.9021,24.1
1680469200,24.1,26.086,23.5715,25.0555
1682888400,25.0555,26.1354,22.67785,23.515
1685566800,23.515,24.5265,22.11245,22.769
1688331600,22.769,25.269,22.525,24.753
1690837200,24.753,25.0145,22.2245,24.4375
1693515600,24.4375,24.82965,22.114,22.19
1696194000,22.19,23.701,20.687,22.859
1698786000,22.859,25.2895,21.883,25.27
1701381600,25.27,25.90525,22.512,23.789
1704060000,23.789,24.095,21.9275,22.941
1706738400,22.941,23.501,21.934,22.6705
1709244000,22.6705,25.7785,22.509,24.9665
1711918800,24.9665,29.798,24.7465,26.2926
1714510800,26.2926,32.5185,26.0185,30.4065
1717362000,30.4065,31.54865,28.5722,29.1435
1719781200,29.10055,31.755,27.308,29.005
1722459600,29.0409,30.1915,26.471,28.8655
1725224400,28.8055,32.715,27.6865,31.1575
1727730000,31.1305,34.869,30.12,32.663
1730408400,32.6645,33.124,29.643,30.6225
1733090400,30.523,32.333,28.7465,28.9015
1735682400,28.9575,31.7385,28.9425,31.324
1738533600,31.3635,33.3945,30.68635,31.1505
1740952800,31.2105,34.588,31.1225,34.08945
1743454800,34.0765,34.217,28.315,32.6205
1746046800,32.645,33.702,31.6525,32.9862
1748811600,33.045,37.318,32.9595,36.1144
1751317200,36.114,39.52775,35.8045,36.7148
1753995600,36.72715,39.9712,36.3618,39.6915
1756674000,39.7275,47.1815,39.5475,46.6419
1759266000,46.6693,54.48525,45.5505,48.7037
1762120800,48.6318,56.54215,46.88,56.3935
1764540000,56.78905,84.03015,56.18715,71.6445
1767218400,71.83665,121.67175,71.429,85.1885
